POA_CODE,STATE,Weighted average income,Weighted average IRSAD quartile,Mortgage percentage unaffordability,Rent percentage unaffordability,House,Semi-detached,Apartment,House percentage,Semi-detached percentrage,Apartment percentage,Owned outright percentage,Mortage percentage,Renting percentage
6258,WA,82089.43251,2.129083665,15.79731744,34.375,2837,235,31,91.42765066,7.573316146,0.999033194,38.22929417,32.27254182,29.49816401
6260,WA,91835.8259,2.287190083,19.81132075,29.48717949,746,12,0,98.41688654,1.583113456,0,49.78723404,30.63829787,19.57446809
6262,WA,72728.97481,2.158088235,7.01754386,26.47058824,575,0,0,100,0,0,56.06060606,28.40909091,15.53030303
6271,WA,91182.17389,2.385214008,14.44444444,34.82587065,1528,80,0,95.02487562,4.975124378,0,36.05769231,44.79166667,19.15064103
6275,WA,75520.23571,2.14789916,16.53543307,38.54166667,910,19,27,95.18828452,1.987447699,2.824267782,51.26475548,28.83642496,19.89881956
6280,WA,93935.06931,2.322181565,15.74779165,40.4695583,12595,1611,68,88.23735463,11.28625473,0.47639064,37.68453073,35.59094569,26.72452358
6281,WA,113797.4847,2.668244843,17.55319149,40.72580645,4745,520,51,89.25884123,9.78179082,0.959367946,38.23823824,40.44044044,21.32132132
6282,WA,138217.8237,2.929577465,20.14388489,24.3902439,1120,23,16,96.6350302,1.98446937,1.380500431,45.85635359,36.27992634,17.86372007
6284,WA,113105.877,2.802895323,15.69767442,25.16556291,1243,34,4,97.03356753,2.654176425,0.31225605,31.90045249,48.64253394,19.45701357
6285,WA,102085.3147,2.580627408,19.36589546,34.27518428,4567,313,61,92.43068205,6.334750051,1.234567901,32.25806452,40.04920722,27.69272827
6286,WA,96266.17399,2.504950495,11.76470588,31.25,460,0,0,100,0,0,36.61016949,35.25423729,28.13559322
6288,WA,91832.02956,2.322274882,34.09090909,22.22222222,321,0,13,96.10778443,0,3.892215569,43.29896907,31.44329897,25.25773196
6290,WA,67767.95409,1.871007371,33.88429752,48.64864865,1426,99,9,92.95958279,6.453715776,0.586701434,58.72235872,18.7960688,22.48157248
6302,WA,79051.53279,2.133802817,18.57142857,33.17307692,1769,54,13,96.35076253,2.941176471,0.708061002,51.22655123,30.95238095,17.82106782
6304,WA,80016.41158,2.02245509,16.79389313,34.375,912,19,0,97.95918367,2.040816327,0,59.87158909,27.60834671,12.52006421
6306,WA,97185.8619,2.113095238,16.66666667,26.92307692,466,15,0,96.88149688,3.118503119,0,56.91823899,20.75471698,22.32704403
6308,WA,85684.18577,2.122149837,18.60465116,36.95652174,792,8,0,99,1,0,51.04895105,27.27272727,21.67832168
6309,WA,83849.5,2.140495868,0,40,173,0,0,100,0,0,59.82142857,25.89285714,14.28571429
6311,WA,77775.57656,2.268085106,13.7254902,22.22222222,294,0,0,100,0,0,54.05405405,31.08108108,14.86486486
6312,WA,88241.05721,2.125217391,8.232445521,29.004329,2047,187,10,91.22103387,8.333333333,0.445632799,38.1208857,28.9646918,32.9144225
6313,WA,94241.49383,2.446808511,26.31578947,0,133,0,0,100,0,0,56.09756098,34.14634146,9.756097561
6315,WA,85169.03979,2.079779917,13.58024691,31.85185185,859,53,11,93.06608884,5.742145179,1.19176598,50.50359712,27.05035971,22.44604317
6316,WA,80743.94444,2.387323944,21.875,29.62962963,191,0,0,100,0,0,58.59375,24.21875,17.1875
6317,WA,87561.2114,2.022696011,17.39130435,20.05141388,1647,175,9,89.95084653,9.557618788,0.491534681,35.40328337,32.26266952,32.33404711
6318,WA,93458.74522,2.405714286,8.823529412,26.92307692,273,0,0,100,0,0,58.53658537,21.95121951,19.51219512
6320,WA,103357.6469,2.278688525,10.34482759,23.80952381,281,12,0,95.90443686,4.09556314,0,62.19512195,21.95121951,15.85365854
6321,WA,74619.5,2.061111111,25.92592593,32.60869565,248,0,5,98.02371542,0,1.976284585,47.05882353,18.23529412,34.70588235
6322,WA,76523.85135,2.224719101,0,50,117,0,0,100,0,0,67.53246753,23.37662338,9.090909091
6323,WA,78583.51904,2.021176471,20.58823529,46.93877551,554,0,0,100,0,0,54.56730769,32.45192308,12.98076923
6324,WA,85687.16074,2.132298596,14.72392638,34.12698413,1702,28,11,97.7599081,1.608271109,0.631820793,45.30516432,30.28169014,24.41314554
6326,WA,98461.15411,2.416666667,12.82051282,21.42857143,249,0,0,100,0,0,52.60115607,32.3699422,15.02890173
6327,WA,95705.15493,2.43373494,31.57894737,40,134,0,0,100,0,0,53.08641975,28.39506173,18.51851852
6328,WA,93739.13758,2.417721519,12,20,237,0,0,100,0,0,48.03149606,21.25984252,30.70866142
6330,WA,88867.30186,2.257265728,15.35218254,36.57878969,15611,1414,90,91.2123868,8.261758691,0.525854514,39.33290934,33.24853367,27.41855699
6333,WA,81109.90757,2.288633461,19.31818182,46.09929078,3277,221,4,93.57509994,6.310679612,0.114220445,49.69957082,27.51072961,22.78969957
6335,WA,98070.89516,2.262357414,7.01754386,9.259259259,394,0,0,100,0,0,47.15447154,25.6097561,27.23577236
6336,WA,67981.19266,2.365079365,19.04761905,25,204,0,0,100,0,0,54.90196078,21.56862745,23.52941176
6337,WA,102596.6836,2.379888268,0,20,284,8,0,97.26027397,2.739726027,0,31.54761905,23.80952381,44.64285714
6338,WA,86285.88462,2.342657343,10.41666667,29.54545455,585,13,0,97.82608696,2.173913043,0,53.73134328,23.50746269,22.76119403
6341,WA,106981.038,2.444444444,0,0,141,0,3,97.91666667,0,2.083333333,53.01204819,16.86746988,30.12048193
6343,WA,98006.30508,2.653846154,0,0,113,3,0,97.4137931,2.586206897,0,60,10,30
6346,WA,102614.4218,2.295202952,17.07317073,9.433962264,432,11,0,97.51693002,2.483069977,0,44.4015444,21.23552124,34.36293436
6348,WA,98296.48951,2.01986755,14.0625,29.03225806,790,14,15,96.45909646,1.709401709,1.831501832,45.35809019,16.97612732,37.66578249
6350,WA,79563.59375,1.881889764,0,0,169,12,0,93.37016575,6.629834254,0,54.28571429,26.66666667,19.04761905
6351,WA,59999.65385,3.238095238,0,,24,0,0,100,0,0,80,20,0
6352,WA,84972.22727,2.285714286,25,0,78,0,0,100,0,0,58.13953488,16.27906977,25.58139535
6353,WA,106410.9504,2.354166667,7.142857143,16.07142857,367,15,14,92.67676768,3.787878788,3.535353535,48.69888476,23.42007435,27.88104089
6355,WA,128002.1788,2.584795322,0,0,249,9,0,96.51162791,3.488372093,0,61.11111111,18.05555556,20.83333333
6356,WA,88440.125,2.342857143,0,0,78,0,0,100,0,0,56.75675676,13.51351351,29.72972973
6357,WA,91405.75,2.619047619,,0,31,0,0,100,0,0,100,0,0
6358,WA,100634.7941,2.43902439,0,0,48,0,0,100,0,0,53.125,28.125,18.75
6359,WA,111375.5978,2.26984127,0,10,194,8,3,94.63414634,3.902439024,1.463414634,50.71428571,20,29.28571429
6361,WA,53099.5,2.529411765,,,43,0,0,100,0,0,85.71428571,14.28571429,0
6363,WA,97499.5,3.217391304,0,0,46,0,0,100,0,0,77.41935484,9.677419355,12.90322581
6365,WA,93191.39244,2.329896907,0,23.07692308,260,14,0,94.89051095,5.109489051,0,56.98324022,20.67039106,22.34636872
6367,WA,79757.116,2.01459854,0,10.71428571,184,4,0,97.87234043,2.127659574,0,50,16.66666667,33.33333333
6368,WA,89876.77273,2.933333333,0,,36,0,0,100,0,0,70,15,15
6369,WA,98459.63303,2.162895928,0,7.142857143,310,25,0,92.53731343,7.462686567,0,56.42201835,18.34862385,25.2293578
6370,WA,88968.86861,2.111111111,12.5,16.66666667,213,3,0,98.61111111,1.388888889,0,56.71641791,22.3880597,20.89552239
6372,WA,64479.5,2.023809524,20,,60,0,0,100,0,0,56.09756098,34.14634146,9.756097561
6373,WA,134874.5,2.9,,,30,0,0,100,0,0,76,24,0
6375,WA,87717.1173,2.089855072,8.196721311,6.779661017,416,29,0,93.48314607,6.516853933,0,50.5952381,22.32142857,27.08333333
6383,WA,84408.70404,1.950331126,17.07317073,20,465,16,0,96.67359667,3.326403326,0,62.19081272,18.72791519,19.08127208
6384,WA,194999.5,2.928571429,,,6,0,0,100,0,0,100,0,0
6385,WA,416000,2,,,5,0,0,100,0,0,100,0,0
6386,WA,87749.5,2.607142857,,,43,0,0,100,0,0,68.42105263,0,31.57894737
6390,WA,104647.0836,2.347457627,13.51351351,29.49640288,751,37,0,95.30456853,4.695431472,0,34.79020979,33.91608392,31.29370629
6391,WA,113375.0433,2.371273713,15.15151515,18.66666667,489,18,0,96.44970414,3.550295858,0,49.54682779,24.47129909,25.98187311
6392,WA,95226.90741,2.288235294,0,10.71428571,209,11,0,95,5,0,59.73154362,20.80536913,19.46308725
6393,WA,53169.5,2.323529412,0,0,49,0,0,100,0,0,67.74193548,22.58064516,9.677419355
6394,WA,88670.3631,2.565934066,0,18.75,275,0,0,100,0,0,68.58974359,15.38461538,16.02564103
6395,WA,96175.40724,2.203071672,11.11111111,20.13888889,752,46,0,94.23558897,5.764411028,0,43.09090909,24.18181818,32.72727273
6396,WA,91904.68519,2.305555556,30.43478261,0,218,0,0,100,0,0,57.00934579,17.75700935,25.23364486
6397,WA,58741.36047,2,45.45454545,0,68,0,0,100,0,0,50,21.05263158,28.94736842
6398,WA,63016.78777,1.827309237,47.61904762,50.98039216,473,9,0,98.13278008,1.867219917,0,55.01858736,18.58736059,26.39405204
6401,WA,85543.23605,2.074966079,13.92405063,31.33704735,3511,217,20,93.67662753,5.789754536,0.53361793,38.10020877,32.74182324,29.15796799
6403,WA,80123.89024,2.090909091,20.83333333,30,80,0,0,100,0,0,41.42857143,38.57142857,20
6405,WA,73616.64286,2.32173913,11.53846154,44.44444444,180,0,0,100,0,0,53.92156863,32.35294118,13.7254902
6407,WA,95595.80805,2.166666667,13.23529412,19.76744186,448,15,0,96.76025918,3.239740821,0,40.24767802,27.86377709,31.88854489
6409,WA,70632.84959,2.117647059,21.42857143,22.72727273,234,0,0,100,0,0,58.67768595,14.87603306,26.44628099
6410,WA,68677.31339,1.905913978,14.45783133,26.92307692,453,15,20,92.82786885,3.073770492,4.098360656,44.87534626,26.59279778,28.53185596
6411,WA,123468.5476,2.735294118,0,,67,0,0,100,0,0,60.52631579,31.57894737,7.894736842
6412,WA,191285.2143,2.45,,,44,0,0,100,0,0,100,0,0
6413,WA,59326.77273,1.862068966,,0,31,0,0,100,0,0,65.2173913,17.39130435,17.39130435
6414,WA,96055.05556,2.419354839,0,0,37,0,0,100,0,0,61.53846154,23.07692308,15.38461538
6415,WA,89830.8125,2.074975657,8.208955224,24.82517483,1310,88,24,92.12376934,6.188466948,1.687763713,33.75609756,31.51219512,34.73170732
6418,WA,85369.77479,1.972972973,18.36734694,15.78947368,263,18,0,93.59430605,6.40569395,0,53.1120332,21.57676349,25.31120332
6419,WA,81466.16667,1.913043478,0,,26,0,0,100,0,0,77.77777778,22.22222222,0
6420,WA,126904.2619,2.46875,0,,44,0,0,100,0,0,87.09677419,12.90322581,0
6421,WA,124929.5,2.52173913,0,,65,0,0,100,0,0,58.97435897,28.20512821,12.82051282
6422,WA,194999.5,3.333333333,0,,24,0,0,100,0,0,50,30,20
6423,WA,74666.77273,1.909090909,0,0,100,0,0,100,0,0,66.66666667,4.545454545,28.78787879
6424,WA,149499.5,2.409090909,,0,53,0,0,100,0,0,61.53846154,0,38.46153846
6425,WA,128640.4091,2.866666667,100,,43,0,0,100,0,0,67.85714286,21.42857143,10.71428571
6426,WA,88640.41214,1.867313916,7.5,18.18181818,488,45,0,91.55722326,8.442776735,0,42.22222222,19.04761905,38.73015873
6427,WA,116999.5,#DIV/0!,,,11,0,0,100,0,0,0,0,100
6428,WA,116999.5,2.909090909,0,,26,0,0,100,0,0,71.42857143,28.57142857,0
6429,WA,79214.26721,1.813114754,14.0625,21.95121951,425,5,18,94.86607143,1.116071429,4.017857143,41.36807818,24.75570033,33.8762215
6430,WA,141095.6003,2.586097529,8.576709797,14.37573848,7359,1852,207,78.13760883,19.66447229,2.197918879,17.92465301,41.95637806,40.11896894
6431,WA,84117.15508,1.396341463,0,0,237,28,16,84.34163701,9.964412811,5.693950178,14.11042945,2.45398773,83.43558282
6432,WA,113798.2557,2.194094659,9.270704574,20.28571429,2558,453,0,84.9551644,15.0448356,0,23.31340734,41.58838599,35.09820666
6434,WA,97499.5,3,,,3,0,0,100,0,0,100,0,0
6436,WA,94339.5,1.43902439,,29.41176471,64,0,10,86.48648649,0,13.51351351,52.17391304,0,47.82608696
6437,WA,143684.2443,2.144,,0,233,28,0,89.27203065,10.72796935,0,11.57894737,0,88.42105263
6438,WA,101203.4802,1.888324873,13.04347826,10.34482759,303,41,74,72.48803828,9.80861244,17.70334928,35.37735849,12.73584906,51.88679245
6440,WA,90585.87397,1.531073446,0,11.57894737,264,44,4,84.61538462,14.1025641,1.282051282,25.25773196,6.701030928,68.04123711
6442,WA,121569.3718,2.038798498,5.737704918,16.53543307,1077,158,22,85.68019093,12.56961018,1.750198886,24.96909765,36.09394314,38.93695921
6443,WA,67188.99013,1.652985075,33.33333333,5.263157895,535,5,6,97.98534799,0.915750916,1.098901099,52.24913495,11.76470588,35.98615917
6445,WA,91794.02778,2.358490566,0,0,71,0,0,100,0,0,78.57142857,7.142857143,14.28571429
6446,WA,114244.8214,2.480769231,0,0,54,0,0,100,0,0,74.35897436,17.94871795,7.692307692
6447,WA,101299.5,2.919354839,60,,78,0,0,100,0,0,71.42857143,7.142857143,21.42857143
6448,WA,88370.92857,2.342592593,18.51851852,33.33333333,158,0,0,100,0,0,45.71428571,37.14285714,17.14285714
6450,WA,98380.95433,2.220628559,13.34473909,26.9363167,5495,590,143,88.23057161,9.473346179,2.296082209,37.31439638,31.52571552,31.1598881
6452,WA,#DIV/0!,#DIV/0!,,,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
6460,WA,86482.64706,2.007067138,12.90322581,30.18867925,337,34,0,90.83557951,9.164420485,0,50.95057034,25.47528517,23.57414449
6461,WA,72084.88012,1.955223881,8.695652174,20.58823529,273,8,0,97.15302491,2.846975089,0,45.32019704,26.10837438,28.57142857
6462,WA,98859.96512,2.333333333,0,0,85,0,0,100,0,0,65.85365854,26.82926829,7.317073171
6463,WA,97499.5,3.3,,,16,0,0,100,0,0,43.75,18.75,37.5
6465,WA,65370.92857,2.769230769,,0,34,0,0,100,0,0,75,0,25
6466,WA,50885.21429,2.2,,,20,0,0,100,0,0,100,0,0
6467,WA,363999.5,2.647058824,0,,13,0,0,100,0,0,44.44444444,55.55555556,0
6468,WA,80698.01515,2.5,0,0,94,0,0,100,0,0,68.85245902,14.75409836,16.39344262
6470,WA,#DIV/0!,2,,,7,0,0,100,0,0,100,0,0
6472,WA,118787,2.433333333,0,0,89,0,0,100,0,0,62.5,18.75,18.75
6473,WA,88805.75,2.666666667,,,25,0,0,100,0,0,100,0,0
6475,WA,84624.6963,2.066666667,0,20,238,0,0,100,0,0,63.38028169,14.78873239,21.83098592
6476,WA,38999.7,1.888888889,0,,37,0,0,100,0,0,41.66666667,58.33333333,0
6477,WA,82124.20988,2.318681319,0,23.80952381,156,14,0,91.76470588,8.235294118,0,53.01204819,12.04819277,34.93975904
6479,WA,94130.13265,2.25,0,0,307,3,0,99.03225806,0.967741935,0,56.18556701,17.5257732,26.28865979
6480,WA,#DIV/0!,3.416666667,,,15,0,0,100,0,0,54.54545455,45.45454545,0
6484,WA,101572.8333,1.928571429,,,27,0,0,100,0,0,100,0,0
6485,WA,71375.71958,1.81773399,10.34482759,20,331,6,3,97.35294118,1.764705882,0.882352941,56.38297872,17.55319149,26.06382979
6487,WA,58499.5,2.533333333,,,29,0,0,100,0,0,100,0,0
6488,WA,54644.35345,1.676470588,0,27.27272727,122,5,0,96.06299213,3.937007874,0,59.09090909,18.18181818,22.72727273
6489,WA,46149.5,1.8,,0,84,9,0,90.32258065,9.677419355,0,68.18181818,20.45454545,11.36363636
6490,WA,68203.74648,2.06741573,0,0,131,0,0,100,0,0,61.53846154,15.38461538,23.07692308
6501,WA,114696.6607,2.614420063,16.03053435,18.18181818,374,0,0,100,0,0,33.44051447,56.27009646,10.28938907
6502,WA,94407.19307,2.302600473,20,21.81818182,547,0,20,96.47266314,0,3.527336861,46.42857143,38.33333333,15.23809524
6503,WA,95477.09786,2.376411543,20.46511628,20.90909091,1053,13,0,98.7804878,1.219512195,0,43.18181818,36.89839572,19.9197861
6504,WA,82298.22,2.507042254,0,50,113,0,0,100,0,0,45,36.66666667,18.33333333
6505,WA,75233.54255,2.675675676,,0,65,0,0,100,0,0,70.58823529,20.58823529,8.823529412
6506,WA,69916.8913,2.433333333,0,0,32,0,0,100,0,0,56.52173913,21.73913043,21.73913043
6507,WA,119796.4818,2.580838323,0,20.83333333,183,3,0,98.38709677,1.612903226,0,54.71698113,21.3836478,23.89937107
6509,WA,116379.0455,2.348837209,100,0,59,3,0,95.16129032,4.838709677,0,35.71428571,11.9047619,52.38095238
6510,WA,91844.4239,2.100729927,9.756097561,26.70807453,847,96,0,89.81972428,10.18027572,0,42.34234234,29.72972973,27.92792793
6511,WA,76608.81163,1.883333333,26.47058824,28,539,0,0,100,0,0,60.81081081,22.52252252,16.66666667
6512,WA,60867.41071,2.742857143,50,,40,0,0,100,0,0,82.60869565,17.39130435,0
6513,WA,123128.0982,2.490909091,33.33333333,0,64,0,0,100,0,0,58.82352941,23.52941176,17.64705882
6514,WA,70496.27717,1.802973978,25,31.57894737,632,22,0,96.63608563,3.363914373,0,58.36298932,20.6405694,20.99644128
6515,WA,84177.60952,2.377192982,30,0,204,0,0,100,0,0,59.25925926,25.92592593,14.81481481
6516,WA,85455.1053,2.127741935,15.03267974,30.37974684,1429,63,10,95.13981358,4.194407457,0.665778961,47.03703704,25.80246914,27.16049383
6517,WA,75025.7625,1.942307692,13.63636364,21.62162162,217,3,5,96.44444444,1.333333333,2.222222222,52.17391304,16.66666667,31.15942029
6518,WA,68701.67391,2.068493151,0,57.14285714,151,16,0,90.41916168,9.580838323,0,53.57142857,15.47619048,30.95238095
6519,WA,93606.03,2.112195122,0,9.090909091,281,17,0,94.29530201,5.704697987,0,51.89189189,15.67567568,32.43243243
6521,WA,101552.4559,2.508928571,12,0,144,0,0,100,0,0,48.03921569,29.41176471,22.54901961
6522,WA,110125.7813,2.368794326,25,0,196,3,0,98.49246231,1.507537688,0,63.05732484,19.10828025,17.8343949
6525,WA,87545.87339,2.020350877,18.11320755,40.27303754,1715,229,42,86.35448137,11.53071501,2.114803625,48.79194631,24.22818792,26.97986577
6528,WA,78670.47984,2.204225352,29.41176471,50,175,0,0,100,0,0,46.89655172,32.4137931,20.68965517
6530,WA,95589.0589,2.213256484,12.08151383,30.08638665,12484,2069,423,83.36004274,13.81543803,2.824519231,33.17020571,34.33974784,32.49004645
6532,WA,113914.0763,2.562178388,11.96911197,23.36182336,2693,23,4,99.00735294,0.845588235,0.147058824,36.58947368,43.11578947,20.29473684
6535,WA,80534.00081,2,14.42307692,30,857,11,15,97.05549264,1.245753114,1.698754247,60.92715232,22.18543046,16.88741722
6536,WA,88492.47346,1.913357401,22.10526316,40.57971014,726,190,0,79.25764192,20.74235808,0,53.44444444,15.33333333,31.22222222
6537,WA,92538.14362,1.858757062,35.55555556,32.91139241,472,49,14,88.22429907,9.158878505,2.61682243,55.37294564,8.596713021,36.03034134
6556,WA,122627.1521,2.722701149,17.51592357,49.20634921,794,0,0,100,0,0,32.4127907,56.97674419,10.61046512
6558,WA,104429.178,2.620071685,15.65217391,0,333,3,0,99.10714286,0.892857143,0,35.98484848,56.81818182,7.196969697
6560,WA,93849.72788,2.2027833,15.27093596,28.57142857,626,15,0,97.6599064,2.340093604,0,35.78732106,48.26175869,15.95092025
6562,WA,106523.2347,2.444444444,20.21857923,43.75,604,5,0,99.17898194,0.821018062,0,37.84946237,52.25806452,9.892473118
6564,WA,92478.12595,2.1875,20.37037037,0,165,0,0,100,0,0,41.35338346,47.36842105,11.27819549
6566,WA,83048.09232,2.22999223,16.08579088,37.67123288,1734,12,0,99.31271478,0.687285223,0,47.42014742,38.49303849,14.08681409
6567,WA,78027.38929,2.242774566,20.75471698,36.36363636,248,0,0,100,0,0,47.56097561,42.07317073,10.36585366
6568,WA,100845.4016,2.277777778,20,0,94,0,0,100,0,0,53.75,28.75,17.5
6569,WA,111752.5361,2.11,23.52941176,0,122,0,0,100,0,0,44.94382022,25.84269663,29.21348315
6571,WA,82143.25,2.380952381,,0,43,0,0,100,0,0,51.85185185,0,48.14814815
6572,WA,246999.5,2.666666667,0,0,20,0,0,100,0,0,53.33333333,26.66666667,20
6574,WA,139532.8333,2.806451613,,,29,0,0,100,0,0,100,0,0
6575,WA,57699.5,2.405405405,0,0,51,0,0,100,0,0,75,16.66666667,8.333333333
6603,WA,89022.36241,2.01814059,11.9047619,19.32773109,547,31,0,94.6366782,5.363321799,0,42.92343387,23.66589327,33.41067285
6605,WA,116999.5,2.6875,,,18,0,0,100,0,0,78.57142857,0,21.42857143
6606,WA,56172.08065,2.126984127,0,,66,0,0,100,0,0,83.63636364,16.36363636,0
6608,WA,93166.16667,3.090909091,0,,63,0,0,100,0,0,72.97297297,16.21621622,10.81081081
6609,WA,109313.908,2.347169811,9.677419355,15.71428571,312,21,0,93.69369369,6.306306306,0,35.31746032,32.14285714,32.53968254
6612,WA,101619.5538,2.173076923,0,0,85,0,0,100,0,0,57.62711864,15.25423729,27.11864407
6613,WA,142999.5,2.8125,,,21,0,0,100,0,0,100,0,0
6614,WA,58499.5,2.333333333,,,5,0,0,100,0,0,100,0,0
6616,WA,116999.5,2.6,0,,36,0,0,100,0,0,36.36363636,63.63636364,0
6620,WA,106599.531,2.237623762,0,0,148,0,0,100,0,0,48.45360825,22.68041237,28.86597938
6623,WA,78552.19461,2.119170984,11.11111111,20,231,4,0,98.29787234,1.70212766,0,53.33333333,16.92307692,29.74358974
6625,WA,147332.8333,3.3,,,23,0,0,100,0,0,100,0,0
6627,WA,90349.5,2.863636364,,,25,4,0,86.20689655,13.79310345,0,47.05882353,35.29411765,17.64705882
6628,WA,#DIV/0!,1,,,3,0,0,100,0,0,0,0,100
6630,WA,78918.70707,1.993377483,25,10.34482759,211,7,15,90.55793991,3.004291845,6.43776824,57.8680203,12.18274112,29.94923858
6631,WA,#DIV/0!,2.666666667,,,9,0,0,100,0,0,#DIV/0!,#DIV/0!,#DIV/0!
6632,WA,80166.16667,3.368421053,,,37,0,0,100,0,0,100,0,0
6635,WA,86733.30282,1.75,,29.62962963,69,4,0,94.52054795,5.479452055,0,32.20338983,0,67.79661017
6638,WA,90040.1738,1.890625,0,27.02702703,328,6,0,98.20359281,1.796407186,0,53.59477124,10.45751634,35.94771242
6639,WA,88052.89167,1.80952381,,,57,0,0,100,0,0,80.76923077,0,19.23076923
6640,WA,82029.54688,1.552238806,0,0,128,0,0,100,0,0,54.21686747,6.024096386,39.75903614
6642,WA,82318.37386,1.696969697,0,17.47572816,386,37,25,86.16071429,8.258928571,5.580357143,39.3442623,6.885245902,53.7704918
6646,WA,85106.18571,1.481927711,,53.33333333,209,20,0,91.26637555,8.733624454,0,30.86419753,0,69.13580247
6701,WA,94729.81571,1.991477273,14.23728814,22.95597484,1904,411,87,79.26727727,17.11074105,3.621981682,47.94086589,14.67793031,37.3812038
6705,WA,105849.9685,1.823529412,,0,63,3,0,95.45454545,4.545454545,0,54.73684211,6.315789474,38.94736842
6707,WA,111433.6923,2.325966851,21.25984252,26.62889518,1281,60,86,89.76874562,4.204625088,6.026629292,46.90647482,19.04076739,34.05275779
6710,WA,113834.3089,2.357400722,33.33333333,9.803921569,440,43,60,81.03130755,7.918968692,11.04972376,53.72807018,4.824561404,41.44736842
6712,WA,#DIV/0!,#DIV/0!,,,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,100,0,0
6713,WA,193305.4845,2.865284974,13.01369863,20.68965517,405,26,121,73.36956522,4.710144928,21.92028986,21.81372549,39.46078431,38.7254902
6714,WA,168997.4834,2.716884144,9.510869565,14.14262821,5402,1154,685,74.60295539,15.93702527,9.460019334,11.12403101,25.27131783,63.60465116
6716,WA,111554.4385,2.034482759,,0,75,61,0,55.14705882,44.85294118,0,37.60683761,7.692307692,54.7008547
6718,WA,73861.16667,1.432432432,15.78947368,25.17985612,214,88,3,70.16393443,28.85245902,0.983606557,17.22488038,9.56937799,73.20574163
6720,WA,164040.1234,2.441860465,10,4.794520548,644,363,16,62.95210166,35.48387097,1.56402737,15.66433566,7.552447552,76.78321678
6721,WA,166917.9072,2.662411348,6.711409396,12.20159151,1334,330,534,60.69153776,15.01364877,24.29481347,21.93968066,11.47250148,66.58781786
6722,WA,147820.2677,2.274670571,10.69518717,12.33456855,3319,1203,494,66.16826156,23.98325359,9.848484848,9.045667447,19.67213115,71.28220141
6725,WA,112835.5384,2.336654589,14.38848921,21.95121951,3550,727,114,80.84718743,16.55659303,2.59621954,33.96065013,19.61077844,46.42857143
6726,WA,123834.4623,2.50922303,18.39378238,23.75168691,1769,328,71,81.59594096,15.12915129,3.274907749,35.15223408,20.28469751,44.56306841
6728,WA,95093.65763,1.722181282,17.34693878,9.043927649,1860,215,0,89.63855422,10.36144578,0,28.613396,8.460634548,62.92596945
6740,WA,92363.57391,1.56185567,0,19.2893401,511,17,5,95.87242026,3.189493433,0.938086304,35.12974052,4.99001996,59.88023952
6743,WA,112220.499,2.197986577,14.9122807,14.97206704,1736,407,207,73.87234043,17.31914894,8.808510638,26.73960613,13.61050328,59.64989059
6751,WA,148739.3584,2.313199105,34.7826087,4.159733777,1283,79,42,91.38176638,5.626780627,2.991452991,22.79179811,3.391167192,73.8170347
6753,WA,157569.4374,2.304157549,4.47761194,6.171428571,2340,143,232,86.1878453,5.267034991,8.545119705,8.819345661,5.618776671,85.56187767
6754,WA,175983.3188,2.159159159,,0,573,20,0,96.62731872,3.372681282,0,3.975535168,0.917431193,95.10703364
6758,WA,88693.83962,1.333333333,,0,58,0,0,100,0,0,35.8974359,0,64.1025641
6760,WA,77954.1179,1.475,,6.779661017,165,8,6,92.17877095,4.469273743,3.351955307,54.90196078,2.450980392,42.64705882
6762,WA,69708.93396,1.333333333,,0,77,3,0,96.25,3.75,0,0,0,100
6765,WA,86113.38403,1.528138528,0,9.324758842,505,70,0,87.82608696,12.17391304,0,12.4015748,1.771653543,85.82677165
6770,WA,80836.87313,1.440721649,0,11.34020619,933,117,15,87.6056338,10.98591549,1.408450704,28.73210634,1.533742331,69.73415133
7000,TAS,117264.9074,2.587935569,9.745454545,34.65811966,4190,832,2024,59.46636389,11.80811808,28.72551802,30.54912339,25.37214687,44.07872974
7004,TAS,116219.6831,2.652583587,11.00412655,35.44877607,2220,622,1008,57.66233766,16.15584416,26.18181818,36.74976916,25.02308403,38.22714681
7005,TAS,128244.0991,2.693873668,12.83055828,43.32509271,4098,830,1119,67.76914172,13.72581445,18.50504382,42.11553474,22.42388759,35.46057767
7007,TAS,124514.6289,2.866929134,12.18274112,37.27598566,1169,163,59,84.04025881,11.71818835,4.24155284,40.25457438,35.00397772,24.74144789
7008,TAS,109530.7006,2.579980751,8.04218853,34.12057178,4366,462,922,75.93043478,8.034782609,16.03478261,33.22336503,32.21424413,34.56239084
7009,TAS,88656.66233,2.250279122,10.93855503,36.01651187,4963,477,442,84.37606256,8.109486569,7.514450867,28.85628292,30.88788563,40.25583145
7010,TAS,79461.77622,2.029286985,14.11205074,36.54648956,6315,408,1288,78.82910997,5.092997129,16.0778929,29.41423767,29.27410314,41.31165919
7011,TAS,82958.06171,2.058785737,12.78538813,40.40021633,5359,333,1148,78.34795322,4.868421053,16.78362573,30.00330797,36.07343698,33.92325504
7012,TAS,98241.02166,2.496732026,15.25423729,15,356,3,0,99.1643454,0.835654596,0,44.82758621,48.62068966,6.551724138
