POA_CODE,STATE,Weighted average income,Weighted average IRSAD quartile,Mortgage percentage unaffordability,Rent percentage unaffordability,House,Semi-detached,Apartment,House percentage,Semi-detached percentrage,Apartment percentage,Owned outright percentage,Mortage percentage,Renting percentage
2582,NSW,135488.9787,2.795759866,12.24696356,31.34110787,5106,243,106,93.60219982,4.454628781,1.943171402,34.87475915,47.57011347,17.55512738
2583,NSW,85523.44677,2.189935065,16.95760599,34.07079646,2378,68,13,96.70597804,2.765351769,0.528670191,59.46862634,25.83380441,14.69756925
2584,NSW,102363.8404,2.402843602,14.70588235,28,279,3,0,98.93617021,1.063829787,0,46.5,41,12.5
2585,NSW,89015.28947,2.12987013,0,38.88888889,113,3,0,97.4137931,2.586206897,0,59.70149254,20.89552239,19.40298507
2586,NSW,88049.07235,2.181303116,18.96551724,35.48387097,1377,42,6,96.63157895,2.947368421,0.421052632,53.58565737,27.98804781,18.42629482
2587,NSW,81399.15513,2.048101266,11.6838488,32.8125,1418,42,20,95.81081081,2.837837838,1.351351351,50,29.19642857,20.80357143
2588,NSW,110413.6651,2.233333333,11.11111111,0,155,0,0,100,0,0,59.45945946,25.22522523,15.31531532
2590,NSW,77633.72004,1.945725916,8.199356913,35.39967374,3173,267,28,91.49365629,7.698961938,0.807381776,50,25.68807339,24.31192661
2594,NSW,82193.21537,2.084245077,12.33595801,37.26541555,4815,463,130,89.03476331,8.561390533,2.403846154,41.0459588,29.74869821,29.20534299
2619,NSW,191361.6329,3.298493107,7.605633803,15.60150376,2824,472,0,85.67961165,14.32038835,0,30.60038735,50.06455778,19.33505487
2621,NSW,167345.4232,3.166666667,8.556149733,23.73540856,2372,72,32,95.7996769,2.907915994,1.292407108,29.93197279,57.00680272,13.06122449
2622,NSW,100519.8186,2.445592705,16.11479029,30.94170404,2315,89,8,95.97844113,3.689883914,0.331674959,51.9804997,32.41925655,15.60024375
2623,NSW,94767.80176,2.327731092,7.865168539,35.13513514,293,3,0,98.98648649,1.013513514,0,35.9832636,47.28033473,16.73640167
2624,NSW,58799.5,1.8125,,0,17,0,0,100,0,0,42.85714286,0,57.14285714
2625,NSW,182806.0959,2.292134831,26.66666667,39.28571429,110,9,406,20.95238095,1.714285714,77.33333333,39.90147783,14.77832512,45.32019704
2626,NSW,122273.5665,2.679775281,11.11111111,33.33333333,224,0,0,100,0,0,44.63276836,49.15254237,6.214689266
2627,NSW,132865.4548,2.633445946,15.03006012,33.90804598,1739,434,860,57.33597099,14.30926475,28.35476426,31.31790269,29.57014643,39.11195087
2628,NSW,98602.84502,2.390419162,12.28070175,36.61971831,1067,71,32,91.1965812,6.068376068,2.735042735,46.53937947,31.86157518,21.59904535
2629,NSW,95517.88764,2.033018868,15.625,36.36363636,489,0,0,100,0,0,53.81526104,18.07228916,28.1124498
2630,NSW,97515.7868,2.262855501,11.34676564,38.26666667,3837,238,235,89.02552204,5.522041763,5.452436195,42.23962866,30.95445315,26.80591819
2631,NSW,75449.94397,2.258474576,13.55932203,38.0952381,343,0,0,100,0,0,62.61261261,26.57657658,10.81081081
2632,NSW,87344.83264,2.096306069,8.994708995,17.98561151,945,22,17,96.03658537,2.235772358,1.727642276,49.65706447,27.98353909,22.35939643
2633,NSW,72296.58029,1.864285714,18.75,0,232,0,0,100,0,0,67.15328467,17.51824818,15.32846715
2640,NSW,100407.1106,2.390174531,10.87050671,32.47637882,14194,3162,340,80.210217,17.86844485,1.921338156,32.44264686,34.1135128,33.44384034
2641,NSW,75867.68353,1.946906603,13.24200913,37.39696312,5899,1631,110,77.21204188,21.34816754,1.439790576,31.0660363,29.64770474,39.28625896
2642,NSW,105800.5904,2.561888313,10.35031847,17.1875,2083,28,0,98.6736144,1.326385599,0,43.01708898,42.07424867,14.90866235
2643,NSW,79711.14356,2.07925801,12.91208791,39.8989899,1263,69,3,94.60674157,5.168539326,0.224719101,44.24703892,36.46362098,19.2893401
2644,NSW,89997.781,2.170886076,16.01731602,26.58227848,1143,44,0,96.29317607,3.706823926,0,48.0490524,31.77257525,20.17837235
2645,NSW,60726.46957,1.90070922,0,0,152,9,0,94.40993789,5.590062112,0,66.66666667,17.82945736,15.50387597
2646,NSW,77373.49943,1.989403038,11.78294574,31.61634103,2953,456,5,86.49677797,13.35676626,0.14645577,49.08491947,27.48901903,23.42606149
2647,NSW,80585.45076,2.043832824,10.22727273,32.05128205,1179,192,54,82.73684211,13.47368421,3.789473684,48.58044164,31.44058885,19.97896951
2648,NSW,78116.37921,1.981759657,14.5631068,34.64052288,1193,48,31,93.78930818,3.773584906,2.437106918,51.27610209,27.61020882,21.1136891
2649,NSW,97499.5,2.230769231,0,,10,0,0,100,0,0,50,50,0
2650,NSW,102504.6657,2.389132416,10.43060809,31.39135414,21870,1494,2688,83.94748964,5.734684477,10.31782589,30.83170602,34.44878395,34.71951003
2651,NSW,95207.81555,2.412698413,8.761329305,30.11152416,820,8,94,88.93709328,0.867678959,10.19522777,17.89600967,45.34461911,36.75937122
2652,NSW,96727.93853,2.412117576,12.77890467,24.59016393,2020,3,0,99.85170539,0.148294612,0,46.73913043,37.91560102,15.34526854
2653,NSW,85739.76345,2.105809129,13.80952381,27.56756757,1141,46,18,94.68879668,3.817427386,1.493775934,49.24568966,26.83189655,23.92241379
2655,NSW,88694.97078,2.355828221,10.77844311,36.66666667,533,0,6,98.88682746,0,1.113172542,44.11764706,41.17647059,14.70588235
2656,NSW,83780.88406,2.173410405,14.43298969,18.82352941,573,19,16,94.24342105,3.125,2.631578947,58.62068966,22.10953347,19.26977688
2658,NSW,72982.06926,2.036777583,11.30434783,30.86419753,669,28,0,95.98278336,4.017216643,0,55.3030303,26.13636364,18.56060606
2659,NSW,78582.72774,2.220779221,13.18681319,29.26829268,396,0,0,100,0,0,48.8372093,36.21262458,14.95016611
2660,NSW,76865.83694,2.11952862,12.86549708,38.20224719,682,18,0,97.42857143,2.571428571,0,45.96491228,35.0877193,18.94736842
2661,NSW,141193.9444,2.574074074,,0,57,0,0,100,0,0,0,0,100
2663,NSW,89296.66286,2.082183563,7.592190889,31.09048724,1783,51,114,91.52977413,2.618069815,5.852156057,38.31604637,31.66564979,30.01830384
2665,NSW,76917.37057,2.051122195,6.779661017,25.27472527,993,26,0,97.4484789,2.551521099,0,63.5862069,20.96551724,15.44827586
2666,NSW,83905.3191,2.085740072,9.690721649,31.71806167,2442,179,15,92.64036419,6.790591806,0.569044006,49.37471051,26.40111163,24.22417786
2668,NSW,66446.02113,2.064102564,24.13793103,69.23076923,217,0,0,100,0,0,65.97222222,23.61111111,10.41666667
2669,NSW,82729,2.188481675,13.88888889,15.71428571,921,3,0,99.67532468,0.324675325,0,63.8671875,19.921875,16.2109375
2671,NSW,94434.85709,2.132766514,7.828282828,17.02898551,1797,122,73,90.21084337,6.124497992,3.664658635,45.43663821,30.13788575,24.42547603
2672,NSW,76013.61714,1.912727273,18.75,18.24324324,666,6,50,92.24376731,0.831024931,6.925207756,43.30855019,21.37546468,35.31598513
2675,NSW,97029.80748,2.117857143,12.12121212,13.15789474,657,0,38,94.5323741,0,5.467625899,38.90977444,21.80451128,39.28571429
2678,NSW,#DIV/0!,#DIV/0!,,,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
2680,NSW,104583.5983,2.28766007,12.5346901,25.2815534,8259,517,1098,83.64391331,5.235973263,11.12011343,35.06571808,29.69974677,35.23453515
2681,NSW,104395.1713,2.355345912,6.698564593,32.74336283,683,13,35,93.43365253,1.778385773,4.787961696,38.59649123,38.43700159,22.96650718
2700,NSW,78233.00889,1.999442586,12.44635193,32.26544622,2086,58,86,93.5426009,2.600896861,3.856502242,40.98360656,31.09101187,27.92538157
2701,NSW,94153.56548,2.369710468,11.56462585,33.56643357,1008,24,13,96.45933014,2.296650718,1.244019139,42.9391504,39.15040184,17.91044776
2702,NSW,86986.06909,2.098039216,5.494505495,18.18181818,374,0,0,100,0,0,49.82578397,36.93379791,13.24041812
2703,NSW,76585.21429,1.916666667,8,30.76923077,189,0,8,95.93908629,0,4.060913706,46.52406417,36.36363636,17.11229947
2705,NSW,91511.57163,2.177759957,11.15311909,28.71690428,3805,158,421,86.79288321,3.604014599,9.60310219,36.8707483,33.08843537,30.04081633
2706,NSW,89364.71233,1.925373134,10.86956522,28.57142857,477,3,19,95.59118236,0.601202405,3.80761523,36.43835616,30.1369863,33.42465753
2707,NSW,94272.15299,2.356818182,6.666666667,8.045977011,476,9,34,91.71483622,1.734104046,6.55105973,45.02487562,27.11442786,27.86069652
2710,NSW,82070.47411,2.064718163,8.945686901,33.80645161,4273,432,29,90.26193494,9.125475285,0.612589776,45.42740841,29.7421981,24.83039349
2711,NSW,85923.44307,2,9.478672986,24.43609023,1520,117,19,91.78743961,7.065217391,1.147342995,47.80739467,23.30180567,28.89079966
2712,NSW,73650.12963,2.018796992,14.7826087,23.25581395,640,57,0,91.82209469,8.177905308,0,51.47928994,26.62721893,21.89349112
2713,NSW,76539.84954,2.087619048,16.40625,23,1220,71,6,94.06322282,5.474171164,0.462606014,46.76616915,30.44776119,22.78606965
2714,NSW,74463.12021,1.997307002,14.84375,38.23529412,1294,79,9,93.63241679,5.716353111,0.651230101,55.99250936,26.40449438,17.60299625
2715,NSW,82196.74252,1.967741935,8.333333333,30.8411215,668,44,8,92.77777778,6.111111111,1.111111111,47.48953975,22.80334728,29.70711297
2716,NSW,89720.10554,2.026954178,10.58823529,10.90909091,470,23,13,92.88537549,4.545454545,2.56916996,53.31491713,27.3480663,19.33701657
2717,NSW,79631.58152,1.866834171,6.849315068,28.84615385,522,38,0,93.21428571,6.785714286,0,38.7434555,25.13089005,36.12565445
2720,NSW,89648.4832,2.112282878,9.134615385,31.39240506,3422,400,62,88.10504634,10.29866117,1.596292482,39.93740219,30.64162754,29.42097027
2721,NSW,51158.40441,2.211764706,0,0,118,7,0,94.4,5.6,0,61.76470588,17.64705882,20.58823529
2722,NSW,90211.67569,2.081632653,10.13986014,27.43362832,1440,21,95,92.54498715,1.349614396,6.105398458,47.62308998,28.77758913,23.59932088
2725,NSW,77696.50376,2.113333333,18.60465116,50,171,0,0,100,0,0,55.86206897,32.4137931,11.72413793
2726,NSW,82549.5,2.380952381,18.18181818,0,133,0,0,100,0,0,57.95454545,25,17.04545455
2727,NSW,90887.15432,2.585858586,33.33333333,0,154,0,0,100,0,0,67.74193548,19.35483871,12.90322581
2729,NSW,90146.40017,2.1875,12.10191083,21.12676056,696,14,10,96.66666667,1.944444444,1.388888889,53.08219178,31.16438356,15.75342466
2730,NSW,69951.51807,1.921348315,13.07692308,16.30434783,622,13,0,97.95275591,2.047244094,0,52.83018868,26.22641509,20.94339623
2731,NSW,92354.1118,2.239371204,11.81938911,32.10633947,2947,389,20,87.81287247,11.59117998,0.595947557,46.19065145,32.20463747,21.60471108
2732,NSW,77190.9939,2.015463918,14.17910448,35.25179856,894,102,24,87.64705882,10,2.352941176,54.92021277,22.20744681,22.87234043
2733,NSW,68927.63243,2.108490566,17.07317073,12.82051282,294,13,5,94.23076923,4.166666667,1.602564103,51.03092784,25.25773196,23.71134021
2734,NSW,122736.87,2.720238095,0,0,217,9,0,96.01769912,3.982300885,0,62.83783784,27.02702703,10.13513514
2735,NSW,72515.46639,2.277777778,9.756097561,0,185,0,0,100,0,0,47.15447154,47.96747967,4.87804878
2736,NSW,82554.90083,2.035714286,22.58064516,32.35294118,151,15,0,90.96385542,9.036144578,0,42.96875,25.78125,31.25
2737,NSW,92862.65207,2.243478261,16.92307692,10.25641026,281,0,8,97.23183391,0,2.76816609,41.66666667,34.25925926,24.07407407
2738,NSW,121178.9466,2.643661972,10.28368794,24.3902439,815,30,4,95.99528857,3.533568905,0.471142521,38.42857143,47.14285714,14.42857143
2739,NSW,98268.56526,2.317718941,12.12121212,42.30769231,548,46,12,90.4290429,7.590759076,1.98019802,36.6255144,39.30041152,24.07407407
2745,NSW,144794.6999,2.945265518,17.23526805,30.82400814,9465,653,248,91.30812271,6.299440478,2.392436813,26.3607367,51.62053709,22.01872621
2747,NSW,111257.7944,2.524968132,19.60925154,38.27767418,14858,3296,1925,73.99770905,16.41516012,9.587130833,20.38972042,43.30415137,36.30612821
2748,NSW,142827.2154,2.691202873,24.54545455,35.13513514,587,7,3,98.32495812,1.172529313,0.502512563,59.74025974,25.23191095,15.02782931
2749,NSW,123778.6215,2.60117842,16.34819533,34.99234303,5268,612,23,89.24275792,10.36760969,0.38963239,24.92548435,48.62146051,26.45305514
2750,NSW,102720.6825,2.295111995,16.46067416,38.37822827,13471,2887,5119,62.72291288,13.4422871,23.83480002,26.99089117,31.42278805,41.58632078
2752,NSW,133838.1192,2.80786268,20.65934066,40.86538462,1919,14,12,98.66323907,0.719794344,0.616966581,29.5136948,57.90944662,12.57685858
2753,NSW,112417.1393,2.464732366,19.62059621,41.24761299,5407,789,418,81.75083157,11.929241,6.319927427,34.55291503,35.7497008,29.69738417
2754,NSW,110693.3805,2.468569225,18.74244256,36.87707641,2266,475,45,81.33524767,17.04953338,1.615218952,34.46443173,37.93949305,27.59607522
2756,NSW,121925.0664,2.583383042,19.72162741,42.6035503,11324,1228,224,88.63494051,9.611772073,1.753287414,28.77554555,45.23727052,25.98718393
2757,NSW,126896.7793,2.684210526,22.68041237,34.21052632,298,0,3,99.00332226,0,0.996677741,45.25547445,40.1459854,14.59854015
2758,NSW,140799.5546,2.948056416,19.10974674,42.5,3132,17,22,98.77010407,0.536108483,0.693787449,40.07005254,51.94395797,7.985989492
2759,NSW,120869.9187,2.613523648,19.29466628,34.74952441,8686,96,49,98.35805685,1.087079606,0.554863549,31.12201104,47.50459841,21.37339056
2760,NSW,95090.1707,2.22840753,21.84170472,39.48717949,9772,2999,1425,68.83629191,21.1256692,10.03803888,19.37216026,36.22470054,44.4031392
2761,NSW,126899.7072,2.79100638,21.44742631,33.69932432,9627,712,96,92.25682798,6.823191184,0.919980834,19.13489736,53.4457478,27.41935484
2762,NSW,152415.2602,3.276628589,19.58224543,31.48418491,5924,347,901,82.5989961,4.8382599,12.562744,7.360248447,58.44720497,34.19254658
2763,NSW,134832.3579,2.921660333,15.7300835,30.61658398,7838,2614,520,71.43638352,23.82427999,4.739336493,21.66207168,48.07010634,30.26782198
2765,NSW,144099.6541,3.114384488,22.04964436,35.27420447,13876,295,197,96.57572383,2.053173719,1.37110245,17.59195796,57.82499429,24.58304775
2766,NSW,113605.9154,2.606771915,21.72131148,34.30397727,4110,1011,223,76.90868263,18.91841317,4.172904192,24.88272921,41.44989339,33.6673774
2767,NSW,117001.0944,2.602573267,20.86534573,32.18903255,6677,894,122,86.79318861,11.62095411,1.585857273,22.89733179,40.67575406,36.42691415
2768,NSW,165043.7966,3.264530551,16.77664975,26.77484787,7714,708,14,91.44144144,8.392603129,0.165955429,24.14226467,55.46060073,20.3971346
2769,NSW,178223.4099,3.459879973,17.21568627,29.5010846,3980,758,0,84.00168848,15.99831152,0,12.46249712,64.62035541,22.91714747
2770,NSW,85069.42698,1.980700809,24.89120975,39.19048763,16348,2871,2515,75.21855158,13.20971749,11.57173093,20.7490267,28.16252673,51.08844656
2773,NSW,152734.4625,3.027605902,10.35422343,38.01652893,2120,88,25,94.93954322,3.9408867,1.119570085,47.7294686,39.37198068,12.89855072
2774,NSW,131544.6929,2.860314723,11.31465517,36.70694864,4643,253,23,94.38910348,5.143321813,0.46757471,39.96080139,44.05487805,15.98432056
2775,NSW,86318.68263,2.175840979,25.60386473,51.19047619,1013,0,8,99.21645446,0,0.783545544,45.76802508,39.02821317,15.20376176
2776,NSW,127746.4861,2.878972279,13.52154532,41.52046784,1546,19,9,98.22109276,1.207115629,0.571791614,38.03009576,49.11080711,12.85909713
2777,NSW,120624.9442,2.780234864,12.61609907,43.59861592,6221,489,248,89.40787583,7.027881575,3.564242598,40.8561536,44.55461127,14.58923513
2778,NSW,113612.4148,2.831045407,13.36515513,46.42857143,1011,3,9,98.82697947,0.293255132,0.879765396,39.89361702,49.68085106,10.42553191
2779,NSW,106848.5972,2.693769799,14,47.87644788,2004,59,15,96.43888354,2.839268527,0.721847931,37.18700053,47.62919552,15.18380394
2780,NSW,88477.2988,2.327188175,19.30051813,56.1436673,6345,486,750,83.69608231,6.410763751,9.893153937,41.20619946,29.39690027,29.39690027
2782,NSW,103613.4246,2.575369075,17.95195954,52.56723716,2957,104,28,95.72677242,3.366785367,0.906442214,47.88184998,34.55110766,17.56704236
2783,NSW,97339.54541,2.563197026,14.92890995,64.13043478,1123,15,60,93.73956594,1.252086811,5.008347245,37.19851577,44.34137291,18.46011132
2784,NSW,106482.5899,2.724550898,20.08928571,50,555,15,5,96.52173913,2.608695652,0.869565217,38.36978131,46.71968191,14.91053678
2785,NSW,91656.00356,2.438482886,20.3539823,46.48910412,2871,55,32,97.05882353,1.859364435,1.081812035,48.86731392,30.09708738,21.03559871
2786,NSW,97842.64684,2.382624769,21.875,59.21052632,798,3,0,99.62546816,0.374531835,0,51.81818182,34.18181818,14
2787,NSW,89435.89558,2.196407879,17.14922049,31.10465116,2210,106,36,93.96258503,4.506802721,1.530612245,45.20870076,31.21693122,23.57436802
2790,NSW,85756.74322,2.04379327,14.53715776,40.50203528,6530,754,197,87.28779575,10.07886646,2.633337789,42.96784831,29.2497939,27.78235779
2791,NSW,94032.84921,2.330827068,11.42857143,41.17647059,165,0,0,100,0,0,58.13953488,27.90697674,13.95348837
2792,NSW,84580.78472,2.360759494,12.90322581,21.42857143,175,0,0,100,0,0,55.26315789,29.60526316,15.13157895
2793,NSW,60557.0642,1.955294118,11.95652174,23.33333333,609,4,0,99.34747145,0.652528548,0,64.05867971,26.16136919,9.7799511
2794,NSW,77508.4926,1.974785918,11.82008368,35.24904215,4414,351,138,90.02651438,7.158882317,2.814603304,43.57976654,27.43190661,28.98832685
2795,NSW,100965.9558,2.409496456,12.37220947,32.91827032,15931,2043,905,84.38476614,10.82154775,4.793686106,35.46266435,33.7881419,30.74919375
2797,NSW,79888.57422,2.170886076,16.07142857,40,200,0,0,100,0,0,43.50649351,44.15584416,12.33766234
2798,NSW,127615.2074,2.824175824,14.22924901,25.97402597,846,9,8,98.03012746,1.042873696,0.926998841,45.00683995,41.31326949,13.67989056
2799,NSW,91682.72727,2.204559848,11.39784946,30.98236776,1663,100,21,93.21748879,5.605381166,1.177130045,38.00643087,33.89067524,28.10289389
2800,NSW,109013.3811,2.433467172,11.6620753,32.41350906,17431,2007,796,86.14707917,9.918948305,3.933972521,32.69285755,35.21473094,32.09241151
2803,NSW,76549.97345,2.275,18.18181818,0,147,16,0,90.18404908,9.81595092,0,60.52631579,30.70175439,8.771929825
2804,NSW,80178.77806,2.131775701,15.70881226,32.43243243,1276,40,12,96.08433735,3.012048193,0.903614458,49.31906615,29.28015564,21.40077821
2805,NSW,70967.68182,2.06547619,0,17.39130435,206,0,0,100,0,0,49.06832298,30.43478261,20.49689441
2806,NSW,95884.35859,2.080385852,12,23.25581395,404,0,0,100,0,0,51.72413793,30.34482759,17.93103448
2807,NSW,59005.07099,1.834224599,0,33.33333333,237,22,0,91.50579151,8.494208494,0,56.52173913,30.43478261,13.04347826
2808,NSW,60597.25568,1.912087912,0,0,156,0,0,100,0,0,59.40594059,23.76237624,16.83168317
2809,NSW,76155.86364,2.192771084,18.18181818,,102,0,0,100,0,0,63.15789474,31.57894737,5.263157895
2810,NSW,74628.3575,2.010662605,10.74074074,27.80269058,1490,39,68,93.29993738,2.442078898,4.257983719,54.12329864,25.6204964,20.25620496
2817,NSW,85405.61742,2.492753623,16.66666667,36.36363636,177,0,0,100,0,0,51.35135135,33.33333333,15.31531532
2818,NSW,98437.60256,2.348684211,13.86138614,25,340,0,0,100,0,0,41.55405405,40.87837838,17.56756757
2820,NSW,77150.24129,1.980148883,13.84083045,35.49488055,2852,140,100,92.23803364,4.527813713,3.234152652,41.20135364,28.76480541,30.03384095
2821,NSW,88617.90316,2.183586626,14,38.0952381,1908,127,26,92.57641921,6.162057254,1.261523532,42.90161893,32.25404732,24.84433375
2822,NSW,94855.88591,2.267605634,12.5,27.77777778,190,0,0,100,0,0,45.51724138,42.06896552,12.4137931
2823,NSW,86389.09297,2.107142857,16.4556962,23.36448598,557,0,38,93.61344538,0,6.386554622,47.22838137,22.39467849,30.37694013
2824,NSW,83788.09168,2.049032258,15.09433962,23.07692308,913,76,23,90.2173913,7.509881423,2.272727273,46.38472033,25.10231924,28.51296044
2825,NSW,98977.71736,2.131578947,5.882352941,18.51851852,1029,79,10,92.03935599,7.066189624,0.894454383,42.75274056,25.09135201,32.15590743
2826,NSW,84940.21186,2.492063492,0,0,63,0,0,100,0,0,64.40677966,20.33898305,15.25423729
2827,NSW,74167.50322,2,15.78947368,31.68316832,1600,48,76,92.80742459,2.784222738,4.408352668,44.88993711,26.33647799,28.77358491
2828,NSW,78753.11356,2.122033898,7.142857143,26.92307692,368,0,3,99.19137466,0,0.808625337,52.78810409,19.70260223,27.50929368
2829,NSW,82454.88842,1.989151874,12.26415094,21.61172161,1286,25,88,91.922802,1.786990708,6.290207291,40.08350731,25.4697286,34.44676409
2830,NSW,104424.4534,2.404095778,10.54178916,28.80101501,15109,1702,1450,82.73917091,9.320409616,7.940419473,29.64276502,35.59453185,34.76270312
2831,NSW,94829.74955,2.420608108,13.73626374,22.58064516,812,3,4,99.14529915,0.366300366,0.488400488,47.97178131,37.74250441,14.28571429
2832,NSW,93857.18018,2.106571936,15,15.18987342,843,36,29,92.84140969,3.964757709,3.193832599,40.72657744,18.54684512,40.72657744
2833,NSW,71600.07182,1.81865285,24.13793103,24.61538462,292,14,3,94.49838188,4.530744337,0.970873786,39.37823834,16.58031088,44.04145078
2834,NSW,61377.52349,1.587365591,23.37662338,26.73796791,721,68,19,89.23267327,8.415841584,2.351485149,56.71641791,12.18905473,31.09452736
2835,NSW,109486.4945,2.146879756,7.77027027,12.16931217,1795,128,163,86.04985618,6.136145733,7.813998082,35.9668924,27.61474793,36.41835967
2836,NSW,81178.27907,1.73800738,0,20.65217391,312,24,24,86.66666667,6.666666667,6.666666667,41.37931034,6.896551724,51.72413793
2838,NSW,56866.63415,1.678571429,0,21.73913043,123,4,3,94.61538462,3.076923077,2.307692308,33.82352941,13.23529412,52.94117647
2839,NSW,73796.67898,1.758713137,11.11111111,25.43352601,477,56,6,88.49721707,10.38961039,1.113172542,27.5147929,11.24260355,61.24260355
2840,NSW,101322.7526,2.193121693,12.40875912,11.11111111,1189,20,30,95.96448749,1.614205004,2.421307506,37.61589404,23.31125828,39.07284768
2842,NSW,74028.71401,1.922794118,18.75,28.94736842,378,0,0,100,0,0,57.42971888,25.70281124,16.86746988
2843,NSW,87247.25253,2.091121495,20.23809524,28.16901408,571,24,0,95.96638655,4.033613445,0,50.4950495,25.99009901,23.51485149
2844,NSW,78077.36926,1.974854932,18.47826087,35.57692308,673,15,0,97.81976744,2.180232558,0,53.03643725,22.46963563,24.49392713
2845,NSW,91248.65274,2.161725067,12.74900398,31.79190751,793,44,4,94.29250892,5.231866825,0.475624257,35.58863329,37.75372124,26.65764547
2846,NSW,79926.71053,1.990740741,16.66666667,0,224,6,0,97.39130435,2.608695652,0,68.90756303,18.48739496,12.60504202
2847,NSW,81205.01908,2.010582011,12.58741259,33.83458647,1109,8,0,99.28379588,0.716204118,0,49.83713355,34.5276873,15.63517915
2848,NSW,51318.28837,1.562857143,16.07142857,57.86516854,861,22,19,95.45454545,2.43902439,2.106430155,52.19298246,18.12865497,29.67836257
2849,NSW,83830.08472,2.181818182,19.53125,38.20224719,876,20,0,97.76785714,2.232142857,0,57.77777778,25.3968254,16.82539683
2850,NSW,106636.1785,2.364336662,12.53561254,34.62017435,7900,817,63,89.97722096,9.30523918,0.717539863,37.96511628,35,27.03488372
2852,NSW,90805.94749,2.181619256,15.90361446,38.30645161,1592,35,33,95.90361446,2.108433735,1.987951807,42.87833828,36.20178042,20.91988131
2864,NSW,91861.35741,2.413461538,10.98901099,31.03448276,351,0,3,99.15254237,0,0.847457627,49.33333333,37.33333333,13.33333333
2865,NSW,89043.41536,2.21574344,11.42857143,16.27906977,412,0,15,96.48711944,0,3.512880562,46.76923077,38.76923077,14.46153846
2866,NSW,93549.71857,2.335409253,15.05016722,35.64356436,1119,33,36,94.19191919,2.777777778,3.03030303,43.95910781,34.20074349,21.8401487
2867,NSW,81125.55581,2.226244344,0,20.68965517,298,0,0,100,0,0,55,27,18
2868,NSW,73708.12903,2.156862745,24.3902439,21.21212121,242,0,0,100,0,0,54.21052632,23.15789474,22.63157895
2869,NSW,74558.78318,1.946332737,10.30927835,33.89830508,703,26,10,95.1285521,3.51826793,1.353179973,51.75600739,21.44177449,26.80221811
2870,NSW,92000.09299,2.149723145,8.217054264,29.23076923,4790,215,410,88.45798707,3.970452447,7.57156048,36.02625028,33.65014709,30.32360263
2871,NSW,87127.02505,2.120340475,10.0678733,31.14143921,3677,197,232,89.5518753,4.797856795,5.650267901,39.7094431,31.20460048,29.08595642
2873,NSW,87625.06649,2.168831169,24.24242424,11.53846154,260,0,10,96.2962963,0,3.703703704,60,21,19
2874,NSW,62889.89474,2.207692308,13.04347826,0,144,0,0,100,0,0,60.62992126,25.98425197,13.38582677
2875,NSW,79171.72542,2.185897436,20.58823529,29.09090909,379,0,8,97.93281654,0,2.067183463,50.66666667,26,23.33333333
2876,NSW,77507.35714,2.454545455,15.38461538,0,234,0,0,100,0,0,57.61589404,29.8013245,12.58278146
2877,NSW,84443.37998,2.066141732,8.273381295,24.10423453,1604,97,32,92.55626082,5.597230237,1.846508944,41.70771757,27.91461412,30.37766831
2878,NSW,126532.8725,2.042553191,57.14285714,20.83333333,155,6,0,96.27329193,3.726708075,0,52.52525253,7.070707071,40.4040404
2879,NSW,65773.74444,1.596566524,15.78947368,31.66666667,373,10,5,96.13402062,2.577319588,1.288659794,52.48868778,11.31221719,36.19909502
2880,NSW,83469.25554,1.930533118,7.805133578,32.74336283,9037,292,288,93.96901321,3.036289903,2.994696891,44.23832092,30.31821259,25.44346649
2898,NSW,92453.45724,2.046783626,0,18.18181818,176,32,26,75.21367521,13.67521368,11.11111111,45.45454545,16.96969697,37.57575758
3000,VIC,83817.80493,1.988778055,26.80965147,47.30088782,17,84,33940,0.049939779,0.246761258,99.70329896,10.72044766,11.44322686,77.83632548
3002,VIC,157018.2318,2.702838063,23.15789474,28.48639456,109,695,2631,3.173216885,20.23289665,76.59388646,28.05785124,17.97520661,53.96694215
3003,VIC,113402.7815,2.442789969,19.13161465,33.71501272,55,890,4212,1.066511538,17.25809579,81.67539267,12.14585519,20.77649528,67.07764953
3004,VIC,129174.4992,2.57240653,23.64802933,27.84471218,6,8,8112,0.073837066,0.098449422,99.82771351,22.3256631,21.18391006,56.49042684
3006,VIC,116547.2714,2.43096622,20.71097372,31.15252445,3,213,17213,0.017212691,1.222101096,98.76068621,13.05268508,18.08402507,68.86328985
3008,VIC,119422.8599,2.450059848,24.38638163,31.49885345,59,150,10582,0.546751923,1.390047262,98.06320082,12.77279422,18.36925961,68.85794618
3011,VIC,116851.4625,2.519230769,13.04858934,30.46127067,4254,1690,6208,35.00658328,13.90717577,51.08624095,16.60377358,29.55256065,53.84366577
3012,VIC,120945.278,2.608845162,13.33719919,28.07195338,6462,3247,2560,52.6693292,26.46507458,20.86559622,21.62817776,36.41568019,41.95614205
3013,VIC,152068.6801,2.861175305,10.98696462,23.80191693,4784,1130,834,70.89508002,16.74570243,12.35921755,27.16917923,38.84422111,33.98659966
3015,VIC,152734.5643,2.919343119,11.7693213,25.6185567,4832,2315,576,62.56636022,29.97539816,7.458241616,27.92607803,41.11176298,30.96215899
3016,VIC,152960.1875,2.797898539,16.25750136,33.42657343,3661,2243,1182,51.66525543,31.65396557,16.680779,39.25496689,34.18874172,26.55629139
